id,pathway_id,pathway,scenathon_id,country_id,country,iteration,Scenario on GDP,Scenario on Population,Scenario on Diet,Scenario on Food Waste Share,Scenario on Import Share,Scenario on Exports,Scenario on Livestock Productivity,Scenario on Crop Productivity,Scenario on Agricultural Land Expansion,Scenario on Afforestation,Scenario on ruminant density,Scenario on Trade Adjustment,Scenario on Population Activity,Scenario on Climate Change,Scenario on  Protected Areas,Scenario on Post-Harvest Loss,Scenario on Biofuels,Scenario on Price,Scenario on GWP,Scenario on UrbanArea,Scenario on AgPractice,Scenario on Irrigation Area,Pathway     ,Calibration Year,submission_id
1895,3,GlobalSustainability,16,31,NOR,5,SSP1,UN_low,HealthyDiet,StrongReduce,I3,E3,BAUGrowth,MiddleGrowth,NoExpansion,NoAffor,NoGrowth,Yes,High,NoChange,PAExpansion,Reduced,OECD_AGLINK,Average,AR6,UN_low,Mixed,LowGrowth,GlobalSustainability,2020,436
1907,3,GlobalSustainability,16,33,DEU,5,SSP1,UN_medium,NatHealthyDiet,Rapid50,I3,Redux,HighGrowth,HighGrowth,NoExpansion,NoAffor,BAUGrowth,Yes,Middle,NoChange,PAAichi30,Reduced,OECD_AGLINK,Average,AR6,CurrentTrend,Mixed,HighGrowth,GlobalSustainability,2020,429
1847,3,GlobalSustainability,16,40,R_SSA,5,SSP1,UN_momentum,MyDiet,Reduced,I3,MyExportScen,HighGrowth,MiddleGrowth,NoDefor2030,BonnChallenge,Optimal,Yes,Middle,NoChange,PAExpansion,Reduced,OECD_AGLINK,Average,AR6,UN_momentum,Mixed,LowGrowth,Null,2020,465
1892,3,GlobalSustainability,16,41,R_ASP,5,SSP2,UN_low,Sustainable,Reduced,I2,E1,HighGrowth,HighGrowth,NoDefor2030,Sustainable,LowGrowth,Yes,Middle,NoChange,PAExpansion+,Reduced,OECD_AGLINK,Average,AR6,UN_low,Mixed+,LowGrowth,GlobalSustainability,2020,437
1853,3,GlobalSustainability,16,43,R_CSA,5,SSP1,UN_low,EATLancetAverage,Reduced,I2,E3,HighGrowth,HighGrowth,NoDefor2030,BonnChallenge,HighGrowth,Yes,Middle,NoChange,PAExpansion,Reduced,OECD_AGLINK,Average,AR6,NoChange,Mixed,NoGrowth,GlobalSustainability,2020,463
1856,3,GlobalSustainability,16,44,R_NEU,5,SSP2,UN_medium,EATLancetAverage,Reduced,I1,MyExportScen,HighGrowth,HighGrowth,NoDefor2030,BonnChallenge,HighGrowth,Yes,Middle,NoChange,PAExpansion,Reduced,NoChange,Average,AR6,NoChange,Mixed,NoGrowth,GlobalSustainability,2020,462
1859,3,GlobalSustainability,16,52,RMECAS,5,SSP2,UN_medium,EATLancetAverage,Reduced,I2,E2,HighGrowth,HighGrowth,NoDefor2030,BonnChallenge,Optimal,Yes,Middle,NoChange,PAExpansion,NoChange,OECD_AGLINK,CurrentDollars,AR6,UN_medium,Mixed_GS,LowGrowth,GlobalSustainability,2020,460
1838,3,GlobalSustainability,16,55,DNK,5,SSP3,UN_medium,EATLancetAverage,MyFoodLossScen,I3,E3,BAUGrowth,HighGrowth,NoExpansion,Affor2,NoGrowth,Yes,Middle,NoChange,PAExpansion,NoChange,OECD_AGLINK,Average,AR6,UN_medium,Mixed,NoGrowth,GlobalSustainability,2020,468
1868,3,GlobalSustainability,16,56,NPL,5,SSP1,UN_constantfertility,EATLancetAverage,Reduced,I3,E3,HighGrowth,HighGrowth,FreeExpansion,GlobalSust,HighGrowth,Yes,Middle,NoChange,PAExpansion30,Reduced50,NoChange,Average,AR6,SSP2,NoChange,Null,Null,2020,456
1919,3,GlobalSustainability,16,57,TUR,5,SSP3,UN_medium,NatHealthyDiet,Reduced,I3,MyExportScen,BAUGrowth,MiddleGrowth,NoDefor2030,NeutralityCountry,BAUGrowth,Yes,High,NoChange,PAExpansion,Reduced,OECD_AGLINK,Custom,AR6,UN_medium,Mixed,HighGrowth,GlobalSustainability,2020,419
1901,3,GlobalSustainability,16,58,GRC,5,SSP3,UN_medium,EATLancetAverage,Reduced,I2,E2,HighGrowth,HighGrowth,NoDefor2030,BonnChallenge,NoGrowth,Yes,Low,NoChange,PAExpansion,Reduced,OECD_AGLINK,CurrentDollars,AR6,NoChange,Mixed,NoGrowth,GlobalSustainability,2020,431
