id,submission_id,scenathon_id,pathway,country_id,country,iteration,tradeadjusment,gdp,population,diet,food_waste_share,import_share,exports,livestock_productivity,crop_productivity,agricultural_land_expansion,afforestation,ruminant_density,trade_adjustment,population_activity,climate_change,protected_areas,post_harvest_loss,biofuels,price,gwp,urbanarea,agpractice,irrarea,pathways,calibrationyear
611,209,16,CurrentTrends,2,AUS,3,Yes,IGR 2023,IGR 2023,Nochange,Scenathon2020_CurrentTrends,I2,Stable,Scenathon2020_CurrentTrends,LowGrowth,NoExpansion,Scenathon2020_CurrentTrends,Scenathon2020_CurrentTrends,No,Low,rcp6p0_hadgem2-es_n_GEPIC,NoChange,Scenathon2020_CurrentTrends,National,CurrentDollars,AR6,CurrentTrend,Advanced_Farming,NoGrowth,CurrentTrends,2020
612,260,18,GlobalSustainability,1,ARG,3,Yes,SSP2,UN_medium,HealthyDiet,Reduced,I1,E1,HighGrowth,HighGrowth,NoExpansion,BonnChallenge,HighGrowth,Yes,Middle,NoChange,PAExpansion,Reduced,NoChange,Average,AR6,NoChange,Mixed,LowGrowth,Null,2020
613,209,17,NationalCommitments,2,AUS,3,Yes,IGR 2023,IGR 2023,Nochange,Scenathon2020_CurrentTrends,I2,Stable,Scenathon2020_CurrentTrends,MiddleGrowth,NoExpansion,Scenathon2020_CurrentTrends,Scenathon2020_CurrentTrends,No,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAscen_NationalCommitment2030,Scenathon2020_CurrentTrends,National,CurrentDollars,AR6,IGR 2023,Advanced_Farming,NoGrowth,NationalCommitments,2020
614,169,16,CurrentTrends,3,BRA,3,Yes,SSP2,UN_medium,FatDiet,Current,I2,E2,BAUGrowth,LowGrowth,FreeExpansion,NoAffor,BAUGrowth,Yes,Middle,rcp6p0_hadgem2-es_n_GEPIC,NoChange,NoChange,Andrade_low,Average,AR6,CurrentTrend,Diversified,NoGrowth,CurrentTrends,2020
615,209,18,GlobalSustainability,2,AUS,3,Yes,IGR 2023,IGR 2023,EATLancetAverage,Scenathon2020_Sustainability,I2,Stable,Scenathon2020_Sustainability,HighGrowth,NoExpansion,Scenathon2020_Sustainability,Scenathon2020_Sustainability,No,High,rcp2p6_hadgem2-es_n_GEPIC,Pascen_NationalCommitment_lingrowth,Scenathon2020_Sustainability,National,CurrentDollars,AR6,IGR 2023,Advanced_Farming,NoGrowth,GlobalSustainability,2020
616,169,17,NationalCommitments,3,BRA,3,Yes,SSP2,UN_medium,FatDiet,Reduced,I2,E2,HighGrowth,MiddleGrowth,NoDefor2030,BonnChallenge,HighGrowth,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion,NoChange,Andrade_high,Average,AR6,CurrentTrend,Diversified,HighGrowth,NationalCommitments,2020
617,169,18,GlobalSustainability,3,BRA,3,Yes,SSP2,UN_low,EATLancetAverage,Reduced,I2,E2,HighGrowth,HighGrowth,NoDefor2030,BonnChallenge+,HighGrowth,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion,Reduced,Andrade_high,Average,AR6,CurrentTrend,Diversified,HighGrowth,GlobalSustainability,2020
618,176,17,NationalCommitments,5,CAN,3,Yes,SSP1,UN_high,EATLancetAverage,Reduced,I2,MyExportScen2,NoGrowth,NoGrowth,NoDefor2030,BonnChallenge,NoGrowth,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion,Reduced,OECD_AGLINK,Custom,AR6,CurrentTrend,Organic,LowGrowth,Null,2020
619,176,18,GlobalSustainability,5,CAN,3,Yes,SSP1,UN_high,EATLancetAverage,MyFoodLossScen,I2,MyExportScen3,LowGrowth,HighGrowth,NoDefor2030,BonnChallenge+,NoGrowth,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion2,MyPHLossScen,OECD_AGLINK,Custom,AR6,CurrentTrend,Organic,HighGrowth,Null,2020
620,176,16,CurrentTrends,5,CAN,3,Yes,SSP1,UN_high,FatDiet,Current,I2,MyExportScen,NoGrowth,ReducedGrowth,FreeExpansion,NoAffor,NoGrowth,Yes,Low,rcp6p0_hadgem2-es_n_GEPIC,NoChange,NoChange,NoChange,Custom,AR6,CurrentTrend,Organic,LowGrowth,Null,2020
621,258,17,NationalCommitments,6,CHN,3,Yes,SSP2,UN_low,GlobalSustainability,GLOBIOMSust,Sustainability_GLOBIOM,Sustainability_GLOBIOM,Sustainability_GLOBIOM,Sustainability_GLOBIOM,FreeExpansion,territorial_planning,GLOBIOM,Yes,Middle,NoChange,PAExpansion,Reduced,OECD_AGLINK,Average,AR6,CurrentTrend,NoChange,Sustainability_GLOBIOM,NationalCommitments,2020
622,258,18,GlobalSustainability,6,CHN,3,Yes,SSP2,UN_low,GlobalSustainability,GLOBIOMSust,Sustainability_GLOBIOM,Sustainability_GLOBIOM,Sustainability_GLOBIOM,Sustainability_GLOBIOM,FreeExpansion,territorial_planning,GLOBIOM,Yes,Middle,NoChange,PAExpansion,Reduced,OECD_AGLINK,Average,AR6,CurrentTrend,NoChange,Sustainability_GLOBIOM,GlobalSustainability,2020
623,258,16,CurrentTrends,6,CHN,3,Yes,SSP2,UN_low,CT_GLOBIOM,Current,CT_GLOBIOM,CT_GLOBIOM,CT_GLOBIOM,CT_GLOBIOM,FreeExpansion,territorial_planning,GLOBIOM,Yes,Middle,NoChange,PAExpansion,NoChange,OECD_AGLINK,Average,AR6,CurrentTrend,NoChange,CT_GLOBIOM,CurrentTrends,2020
624,255,17,NationalCommitments,7,COL,3,Yes,SSP2,UN_medium,NatCurrentDiet,Reduced,I2,E2,LowGrowth,MiddleGrowth,NoDefor2030,BonnChallenge,HighGrowth,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion,Reduced,National,Custom,AR6,UN_medium,Diversified,NoGrowth,NationalCommitments,2020
625,255,18,GlobalSustainability,7,COL,3,Yes,SSP2,UN_medium,EATLancetAverage,Reduced,I3,E1,HighGrowth,HighGrowth,NoDefor2030,BonnChallenge,HighGrowth,Yes,High,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion,Reduced,National,Custom,AR6,UN_medium,Diversified,NoGrowth,GlobalSustainability,2020
626,255,16,CurrentTrends,7,COL,3,Yes,SSP1,UN_medium,NatCurrentDiet,Current,I1,E3,BAUGrowth,LowGrowth,FreeExpansion,BonnChallenge,BAUGrowth,Yes,Low,rcp6p0_hadgem2-es_n_GEPIC,NoChange,NoChange,National,Custom,AR6,CurrentTrend,NoChange,NoGrowth,CurrentTrends,2020
627,199,17,NationalCommitments,33,DEU,3,Yes,SSP2,UN_medium,SugarRedFat15,Rapid50,I3,Redux,BAUGrowth,MiddleGrowth,NoExpansion,NoAffor,HighGrowth,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAAichi30,Reduced,National,Average,AR6,CurrentTrend,Organic,LowGrowth,NationalCommitments,2020
628,199,16,CurrentTrends,33,DEU,3,Yes,SSP2,UN_medium,NoChange,Slow50,I2,E0,BAUGrowth,LowGrowth,NoExpansion,NoAffor,BAUGrowth,Yes,Middle,rcp6p0_hadgem2-es_n_GEPIC,NoChange,NoChange,OECD_AGLINK,Average,AR6,CurrentTrend,NoChange,NoGrowth,CurrentTrends,2020
629,199,18,GlobalSustainability,33,DEU,3,Yes,SSP1,UN_medium,NatHealthyDiet,Rapid50,I3,Redux,HighGrowth,HighGrowth,NoExpansion,NoAffor,BAUGrowth,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAAichi30,Reduced,OECD_AGLINK,Average,AR6,CurrentTrend,Mixed,HighGrowth,GlobalSustainability,2020
630,205,17,NationalCommitments,55,DNK,3,Yes,SSP3,UN_medium,NoChange,MyFoodLossScen,I3,E3,NoGrowth,NoGrowth,NoExpansion,NationalCommitment,NoGrowth,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion,NoChange,OECD_AGLINK,Average,AR6,UN_medium,Mixed,NoGrowth,NationalCommitments,2020
631,205,16,CurrentTrends,55,DNK,3,Yes,SSP3,UN_medium,NoChange,MyFoodLossScen,I3,E3,BAUGrowth,LowGrowth,NoExpansion,CurrentTrend,NoGrowth,Yes,Middle,rcp6p0_hadgem2-es_n_GEPIC,PAExpansion,NoChange,OECD_AGLINK,Average,AR6,UN_medium,Mixed,NoGrowth,CurrentTrends,2020
632,205,18,GlobalSustainability,55,DNK,3,Yes,SSP3,UN_medium,EATLancetAverage,MyFoodLossScen,I3,E3,BAUGrowth,HighGrowth,NoExpansion,NationalCommitment,NoGrowth,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion,NoChange,OECD_AGLINK,Average,AR6,UN_medium,Mixed,NoGrowth,GlobalSustainability,2020
633,238,16,CurrentTrends,8,ETH,3,Yes,country_team,UN_high,FATDiet,Reduced,I1,E3,BAUGrowth,LowGrowth,FreeExpansion,NDC,BAUGrowth,Yes,Middle,rcp6p0_hadgem2-es_n_GEPIC,NoChange,Reduced,NoChange,CurrentDollars,AR6,UN_high,Diversified,LowGrowth,CurrentTrends,2020
634,238,17,NationalCommitments,8,ETH,3,Yes,country_team,UN_low,FATDiet,Reduced,I3,E1,HighGrowth,MiddleGrowth,NoDefor2030,BonnChallenge,HighGrowth,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion,Reduced,OECD_AGLINK,Average,AR6,CurrentTrend,Diversified,HighGrowth,NationalCommitments,2020
635,238,18,GlobalSustainability,8,ETH,3,Yes,country_team,UN_low,FATDiet,Reduced,I2,E1,HighGrowth,MiddleGrowth,NoDefor2030,BonnChallenge,HighGrowth,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion,Reduced,OECD_AGLINK,Average,AR6,CurrentTrend,Diversified,HighGrowth,GlobalSustainability,2020
636,259,16,CurrentTrends,17,FIN,3,Yes,SSP2,UN_medium,CT_Diet,Current,"fruit_other: I2
Rapeseed: I2
Beef: I0.5
Wheat: I0.5
Chicken: I2","Barley: E0.5
Milk: E1
Rapeseed: E2
Pork: E0.5
Oats: E0.5","Pork: HighGrowth
Beef: Decrease
Milk: HighGrowth
Chicken: LowGrowth
Eggs: LowGrowth
Mutton_goat: LowGrowth",CT_Cropprod,FreeExpansion,NoAffor,BAUGrowth,Yes,Middle,NoChange,NoChange,NoChange,National,Average,AR6,CurrentTrend,NoChange,NoGrowth,CurrentTrends,2020
637,259,17,NationalCommitments,17,FIN,3,Yes,SSP1,UN_high,NC_Diet,Reduced,"Fruit_other: I2
vegetable_other: I2
Beef: I0.5
Chicken: I0.5
Wheat: I2","Barley: E0.5
Milk: E1.5
Pork: E0.5
Rapeseed: E2
Oats: E0.5","Pork: Decrease
Beef: Decrease
Milk: LowGrowth
Chicken: LowGrowth
Eggs: LowGrowth
Mutton_goat: LowGrowth",NC_Cropprod,FreeExpansion,LowTarget,BAUGrowth,Yes,Middle,NoChange,PAExpansion,NoChange,National,Average,AR6,CurrentTrend,Cover_crops,LowGrowth,NationalCommitments,2020
638,259,18,GlobalSustainability,17,FIN,3,Yes,SSP1,UN_high,GS_Diet,Reduced,"fruit_other: I2
vegetable_other: I2
Apple: I0.5
Chicken: I0.5
Beef: I0.5","Barley: E0.5
Milk: E2
Rapeseed: E0.5
Pork: E0.5
Oats: E0.5","Pork: BAUGrowth
Beef: Decrease
Milk: LowGrowth
Chicken: LowGrowth
Eggs: LowGrowth
Mutton_goat: LowGrowth",GS_Cropprod,NoDefor2030,HighTarget,BAUGrowth,Yes,Middle,NoChange,Target_30,NoChange,National,Average,AR6,CurrentTrend,Diversified,LowGrowth,GlobalSustainability,2020
639,243,16,CurrentTrends,18,GBR,3,Yes,SSP2,UN_medium,NoChange,Current,I2,E3,UK_CT,UK_CT,FreeExpansion,UK_CT2,NoGrowth,Yes,Middle,rcp6p0_hadgem2-es_n_GEPIC,NoChange,NoChange,NoChange,Average,AR6,UK_CT,NoChange,NoGrowth,CurrentTrends,2020
640,243,17,NationalCommitments,18,GBR,3,Yes,SSP2,UN_medium,UK_NC,UK_NC,I2,E3,UK_SP1,UK_NC,FreeExpansion,UK_NC,UK_SP1,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,UK_NC,Halve_by_2050,OECD_AGLINK,Average,AR6,UK_SP1,UK_NC,NoGrowth,NationalCommitments,2020
641,243,18,GlobalSustainability,18,GBR,3,Yes,SSP2,UN_medium,6CB_High,UK_GS,I2,E3,UK_SP2,UK_GS,NoDefor,UK_GS,UK_SP1,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,UK_GS,Halve_by_2030,OECD_AGLINK,Average,AR6,UK_SP2,Mixed,NoGrowth,GlobalSustainability,2020
642,221,16,CurrentTrends,58,GRC,3,Yes,SSP2,UN_nochange,NoChange,Current,I2,E3,BAUGrowth,NoGrowth,NoDefor2030,NoAffor,BAUGrowth,Yes,Middle,rcp6p0_hadgem2-es_n_GEPIC,NoChange,NoChange,NoChange,CurrentDollars,AR6,CurrentTrend,Diversified,NoGrowth,CurrentTrends,2020
643,221,17,NationalCommitments,58,GRC,3,Yes,SSP1,UN_medium,EATLancetAverage,Reduced,I3,E2,HighGrowth,HighGrowth,NoDefor2030,NoAffor,BAUGrowth,Yes,High,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion,Reduced,OECD_AGLINK,CurrentDollars,AR6,NoChange,Organic,NoGrowth,NationalCommitments,2020
644,221,18,GlobalSustainability,58,GRC,3,Yes,SSP3,UN_low,EATLancetAverage,Reduced,I2,E2,HighGrowth,HighGrowth,NoExpansion,BonnChallenge,NoGrowth,Yes,Low,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion,Reduced,OECD_AGLINK,CurrentDollars,AR6,NoChange,Mixed,NoGrowth,GlobalSustainability,2020
645,261,16,CurrentTrends,10,IDN,3,Yes,SSP3,Stat_IDN_ScenA,NoChange,Reduced,I4,E1,BAUGrowth,LowGrowth,FreeExpansion,BonnChallenge,NoGrowth,Yes,Middle,NoChange,NoChange,NoChange,OECD_AGLINK,CurrentDollars,AR6,CurrentTrend,NoChange,NoGrowth,CurrentTrends,2020
646,261,17,NationalCommitments,10,IDN,3,Yes,SSP2,Stat_IDN_ScenB,NoChange,Reduced,I4,E1,HighGrowth,HighGrowth,NoDefor2030,LTS_CritOnly,BAUGrowth,Yes,Middle,NoChange,PAExpansion,Reduced,OECD_AGLINK,CurrentDollars,AR6,CurrentTrend,Mixed,LowGrowth,NationalCommitments,2020
647,261,18,GlobalSustainability,10,IDN,3,Yes,SSP1,UN_medium,NoChange,Reduced,I4,E1,HighGrowth,HighGrowth,NoDefor2030,LTS_Affor,HighGrowth,Yes,Middle,NoChange,PAExpansion,Reduced,OECD_AGLINK,CurrentDollars,AR6,NoChange,Mixed,HighGrowth,GlobalSustainability,2020
648,195,16,CurrentTrends,9,IND,3,Yes,SSP2,UN_constantfertility,No Change,Current,I2,E3,BAUGrowth,NoGrowth,FreeExpansion,NoAffor,BAUGrowth,Yes,Middle,rcp6p0_hadgem2-es_n_GEPIC,NoChange,NoChange,NoChange,CurrentDollars,AR6,CurrentTrend,NoChange,NoGrowth,CurrentTrends,2020
649,195,17,NationalCommitments,9,IND,3,Yes,SSP1,UN_low,ICMR_NIN,Reduced,I3,E2,HighGrowth,HighGrowth,NoDefor2030,BonnChallenge,BAUGrowth,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,NoChange,Reduced,NoChange,CurrentDollars,AR6,UN_low,NoChange,NoGrowth,NationalCommitments,2020
650,182,16,CurrentTrends,13,MEX,3,Yes,SSP2,UN_constantfertility,Current_INSP,Current,I2,E3,BAUGrowth,MiddleGrowth,NoDefor2030,ReforMex_BAU,BAUGrowth,Yes,Low,rcp6p0_hadgem2-es_n_GEPIC,PAExpansionCT,NoChange,NoChange,Average,AR6,CurrentTrend,Mixed_CT,NoGrowth,CurrentTrends,2020
651,195,18,GlobalSustainability,9,IND,3,Yes,SSP1,UN_medium,EATLancetAverage,Reduced,I3,E2,HighGrowth,HighGrowth,NoDefor2030,BonnChallenge,BAUGrowth,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,NoChange,Reduced,NoChange,CurrentDollars,AR6,UN_medium,NoChange,NoGrowth,GlobalSustainability,2020
652,182,17,NationalCommitments,13,MEX,3,Yes,SSP2,UN_constantfertility,NatHealthy_INSP,Reduced,I3,E3,LowGrowth,LowGrowth,NoDefor2030,ReforMex_BAU,BAUGrowth,Yes,Low,rcp2p6_hadgem2-es_n_GEPIC,PAExpansionSust,Reduced,NoChange,Average,AR6,CurrentTrend,Mixed_NC,NoGrowth,NationalCommitments,2020
653,190,16,CurrentTrends,31,NOR,3,Yes,SSP2,UN_medium,NoChange,Reduced,I2,E3,BAUGrowth,LowGrowth,NoExpansion,NoAffor,NoGrowth,Yes,Middle,rcp6p0_hadgem2-es_n_GEPIC,PAExpansion,NoChange,OECD_AGLINK,Average,AR6,UN_medium,Mixed,LowGrowth,CurrentTrends,2020
654,182,18,GlobalSustainability,13,MEX,3,Yes,SSP2,UN_constantfertility,NatHealthy_INSP,Reduced,I2,E3,Silvopastoril,HighGrowth,NoExpansion,ReforMex_SUST,Silvopastoril,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAExpansionSust,Reduced,NoChange,Average,AR6,CurrentTrend,Mixed_GS,NoGrowth,GlobalSustainability,2020
655,190,17,NationalCommitments,31,NOR,3,Yes,SSP1,UN_medium,HealthyDiet,StrongReduce,I3,E3,BAUGrowth,MiddleGrowth,NoExpansion,NoAffor,NoGrowth,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion,Reduced,OECD_AGLINK,Average,AR6,UN_medium,Mixed,LowGrowth,NationalCommitments,2020
656,262,16,CurrentTrends,56,NPL,3,Yes,SSP2,UN_high,CurrentDiet,Current,I1,E0,BAUGrowth,BAUGrowth,FreeExpansion,NoAffor,BAUGrowth,Yes,Middle,NoChange,PAExpansion,NoChange,NoChange,Average,AR6,SSP2,NoChange,LowGrowth,CurrentTrends,2020
657,190,18,GlobalSustainability,31,NOR,3,Yes,SSP1,UN_low,HealthyDiet,StrongReduce,I3,E3,BAUGrowth,MiddleGrowth,NoExpansion,NoAffor,NoGrowth,Yes,High,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion,Reduced,OECD_AGLINK,Average,AR6,UN_low,Mixed,LowGrowth,GlobalSustainability,2020
658,249,16,CurrentTrends,41,R_ASP,3,Yes,SSP1,UN_low,CurrentTrend,Increased,I2,E2,BAUGrowth,MiddleGrowth,FreeExpansion,NoAffor,LowGrowth,Yes,Middle,rcp6p0_hadgem2-es_n_GEPIC,NoChange,NoChange,OECD_AGLINK,Average,AR6,CurrentTrend,Organic,NoGrowth,CurrentTrends,2020
659,262,17,NationalCommitments,56,NPL,3,Yes,SSP1,UN_constantfertility,ICMR_diet,Reduced,I4,E1,HighGrowth,LowGrowth,FreeExpansion,LowAffor,BAUGrowth,Yes,Middle,NoChange,PAExpansion30,Reduced50,NoChange,Average,AR6,SSP2,NoChange,LowGrowth,NationalCommitments,2020
660,262,18,GlobalSustainability,56,NPL,3,Yes,SSP1,UN_constantfertility,EATLancetAverage,Reduced,I3,E3,HighGrowth,HighGrowth,FreeExpansion,GlobalSust,HighGrowth,Yes,Middle,NoChange,PAExpansion30,Reduced50,NoChange,Average,AR6,SSP2,NoChange,HighGrowth,GlobalSustainability,2020
661,250,16,CurrentTrends,43,R_CSA,3,Yes,SSP3,UN_low,FatDiet,Current,I1,E3,HighGrowth,HighGrowth,FreeExpansion,NoAffor,HighGrowth,Yes,Low,rcp6p0_hadgem2-es_n_GEPIC,NoChange,NoChange,NoChange,CurrentDollars,AR6,CurrentTrend,Mixed,LowGrowth,CurrentTrends,2020
662,249,17,NationalCommitments,41,R_ASP,3,Yes,SSP1,UN_low,NationalCom,Reduced,I2,E2,HighGrowth,HighGrowth,FreeExpansion,BonnChallenge,BAUGrowth,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion,Reduced,OECD_AGLINK,Average,AR6,CurrentTrend,Mixed,LowGrowth,NationalCommitments,2020
663,249,18,GlobalSustainability,41,R_ASP,3,Yes,SSP2,UN_low,Sustainable,Reduced,I2,E1,HighGrowth,HighGrowth,NoDefor2030,BonnChallenge,BAUGrowth,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion,Reduced,OECD_AGLINK,Average,AR6,UN_low,Mixed+,LowGrowth,GlobalSustainability,2020
664,253,16,CurrentTrends,52,RMECAS,3,Yes,SSP2,UN_medium,FatDiet,Current,I2,E2,BAUGrowth,LowGrowth,FreeExpansion,NoAffor,Optimal,Yes,Middle,rcp6p0_hadgem2-es_n_GEPIC,NoChange,NoChange,NoChange,CurrentDollars,AR6,UN_medium,Embed_nat,NoGrowth,CurrentTrends,2020
665,250,17,NationalCommitments,43,R_CSA,3,Yes,SSP3,UN_low,FatDiet,Reduced,I2,E2,HighGrowth,HighGrowth,NoExpansion,BonnChallenge,HighGrowth,Yes,Middle,rcp6p0_hadgem2-es_n_GEPIC,PAExpansion,Reduced,OECD_AGLINK,CurrentDollars,AR6,NoChange,Mixed,NoGrowth,NationalCommitments,2020
666,250,18,GlobalSustainability,43,R_CSA,3,Yes,SSP1,UN_low,EATLancetAverage,Reduced,I2,E3,HighGrowth,HighGrowth,NoDefor2030,BonnChallenge,HighGrowth,Yes,Middle,rcp6p0_hadgem2-es_n_GEPIC,PAExpansion,Reduced,OECD_AGLINK,Average,AR6,NoChange,Mixed,NoGrowth,GlobalSustainability,2020
667,263,16,CurrentTrends,44,R_NEU,3,Yes,SSP2,UN_medium,NoChange,Current,I2,MyExportScen,NoGrowth,NoGrowth,NoDefor2030,BonnChallenge,NoGrowth,Yes,Middle,NoChange,NoChange,NoChange,NoChange,CurrentDollars,AR6,NoChange,NoChange,NoGrowth,CurrentTrends,2020
668,253,17,NationalCommitments,52,RMECAS,3,Yes,SSP2,UN_medium,MyDiet,Current,I2,E2,LowGrowth,MiddleGrowth,NoDefor2050,BonnChallenge,Optimal,Yes,Middle,rcp4p5_hadgem2-es_n_GEPIC,NoChange,NoChange,OECD_AGLINK,CurrentDollars,AR6,UN_medium,Organic,LowGrowth,NationalCommitments,2020
669,253,18,GlobalSustainability,52,RMECAS,3,Yes,SSP2,UN_medium,EATLancetAverage,Reduced,I2,E2,HighGrowth,HighGrowth,NoDefor2030,BonnChallenge,Optimal,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion,NoChange,OECD_AGLINK,CurrentDollars,AR6,UN_medium,Mixed,LowGrowth,GlobalSustainability,2020
670,252,16,CurrentTrends,21,R_OEU,3,Yes,SSP2,UN_medium,NoChange,Current,I2,E3,NoGrowth,NoGrowth,NoExpansion,BonnChallenge,NoGrowth,Yes,Middle,rcp6p0_hadgem2-es_n_GEPIC,NoChange,NoChange,NoChange,CurrentDollars,AR6,NoChange,NoChange,NoGrowth,CurrentTrends,2020
671,263,17,NationalCommitments,44,R_NEU,3,Yes,SSP2,UN_medium,MyDiet,Reduced,I2,MyExportScen,BAUGrowth,MiddleGrowth,NoDefor2030,BonnChallenge,NoGrowth,Yes,Middle,NoChange,NoChange,NoChange,NoChange,Average,AR6,NoChange,NoChange,NoGrowth,NationalCommitments,2020
672,254,16,CurrentTrends,40,R_SSA,3,Yes,SSP2,UN_medium,FatDiet,Current,I2,E2,BAUGrowth,MiddleGrowth,FreeExpansion,BonnChallenge,Optimal,Yes,Middle,rcp6p0_hadgem2-es_n_GEPIC,NoChange,NoChange,NoChange,Average,AR6,CurrentTrend,NoChange,NoGrowth,Null,2020
673,263,18,GlobalSustainability,44,R_NEU,3,Yes,SSP2,UN_medium,EATLancetAverage,Reduced,I2,MyExportScen,BAUGrowth,MiddleGrowth,NoDefor2030,BonnChallenge,NoGrowth,Yes,Middle,NoChange,NoChange,NoChange,NoChange,Average,AR6,NoChange,NoChange,NoGrowth,GlobalSustainability,2020
674,252,17,NationalCommitments,21,R_OEU,3,Yes,SSP2,UN_medium,MyDiet,MyFoodLossScen,MyImportScen,MyExportScen,BAUGrowth,MiddleGrowth,NoDefor2030,NoAffor,BAUGrowth,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion,Reduced,OECD_AGLINK,Average,AR6,CurrentTrend,Mixed,NoGrowth,NationalCommitments,2020
675,252,18,GlobalSustainability,21,R_OEU,3,Yes,SSP2,UN_medium,EATLancetAverage,MyFoodLossScen,MyImportScen,MyExportScen,BAUGrowth,MiddleGrowth,NoDefor2030,NoAffor,BAUGrowth,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion,Reduced,OECD_AGLINK,Average,AR6,CurrentTrend,Mixed,NoGrowth,GlobalSustainability,2020
676,254,17,NationalCommitments,40,R_SSA,3,Yes,SSP1,UN_medium,FatDiet,Current,I3,E2,HighGrowth,HighGrowth,FreeExpansion,GGWgrowth,Optimal,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAExpansionNat,Reduced,OECD_AGLINK,Average,AR6,CurrentTrend,Diversified,HighGrowth,Null,2020
677,254,18,GlobalSustainability,40,R_SSA,3,Yes,SSP1,UN_momentum,EATLancetAverage,Reduced,I3,MyExportScen,LowGrowth,MiddleGrowth,NoExpansion,BonnChallenge,Optimal,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion,Reduced,OECD_AGLINK,Average,AR6,UN_momentum,Mixed,LowGrowth,Null,2020
678,170,16,CurrentTrends,14,RUS,3,Yes,SSP3,UN_medium,NoChange,Current,I3,E1,NoGrowth,MiddleGrowth,NoExpansion,NoAffor,NoGrowth,Yes,Low,rcp6p0_hadgem2-es_n_GEPIC,NoChange,NoChange,NoChange,CurrentDollars,AR6,NoChange,Mixed,LowGrowth,CurrentTrends,2020
679,170,17,NationalCommitments,14,RUS,3,Yes,SSP3,UN_high,NoChange,Current,I3,E1,LowGrowth,LowGrowth,FreeExpansion,NoAffor,NoGrowth,Yes,Low,rcp2p6_hadgem2-es_n_GEPIC,NoChange,NoChange,NoChange,CurrentDollars,AR6,NoChange,Mixed,HighGrowth,NationalCommitments,2020
680,170,18,GlobalSustainability,14,RUS,3,Yes,SSP3,UN_medium,NoChange,Current,I3,E1,HighGrowth,HighGrowth,NoExpansion,NoAffor,NoGrowth,Yes,Low,rcp2p6_hadgem2-es_n_GEPIC,NoChange,NoChange,NoChange,CurrentDollars,AR6,NoChange,Mixed,HighGrowth,GlobalSustainability,2020
681,235,16,CurrentTrends,15,RWA,3,Yes,SSP2,UN_medium,NatHealthyDiet,Increased,I2,E3,HighGrowth,MiddleGrowth,FreeExpansion,BonnChallenge,BAUGrowth,Yes,Middle,rcp6p0_hadgem2-es_n_GEPIC,PAExpansion,NoChange,National,CurrentDollars,AR6,Current Trends,Organic,LowGrowth,CurrentTrends,2020
682,235,18,GlobalSustainability,15,RWA,3,Yes,SSP1,UN_medium,NatHealthyDiet,Reduced,I2,E3,HighGrowth,MiddleGrowth,FreeExpansion,BonnChallenge,BAUGrowth,Yes,Middle,rcp2p6_hadgem2-es_n_GEPIC,PAExpansion,Reduced,OECD_AGLINK,CurrentDollars,AR6,UN_medium,Organic,HighGrowth,GlobalSustainability,2020
683,264,16,CurrentTrends,28,SWE,3,Yes,SSP2,UN_medium,CurrentDiet,Current,I2,E3,BAUGrowth,LowGrowth,FreeExpansion,NoAffor,NoGrowth,Yes,Middle,NoChange,PAExpansion,NoChange,OECD_AGLINK,CurrentDollars,AR6,CurrentTrend,Cover_crops,NoGrowth,CurrentTrends,2020
